,0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
329,-1,-1,-1,-1,1,1,-1,-1,0.75,0.38300889999999993,1
330,-1,1,1,-1,-1,1,1,1,0.625,-0.47010230000000003,1
331,1,1,1,-1,-1,1,-1,-1,0.5,-0.17212490000000008,1
332,1,1,-1,-1,-1,-1,1,1,0.625,0.4984551,1
333,1,1,1,-1,-1,-1,-1,-1,0.75,-0.4764913,1
334,1,1,1,1,1,-1,1,-1,0.5,0.3596181,1
335,1,1,-1,1,-1,-1,-1,1,0.625,0.046464699999999984,1
336,1,1,1,1,-1,1,1,-1,0.625,0.4136295,1
337,1,-1,1,-1,1,1,-1,1,0.625,-0.6054269,1
338,1,1,1,-1,1,-1,-1,1,0.75,-0.2131319000000001,1
339,-1,1,1,1,1,1,-1,-1,0.75,0.9405266999999999,1
340,1,-1,1,1,1,-1,1,1,0.75,0.3364923,1
341,1,1,1,1,1,-1,-1,1,0.75,-0.05317470000000003,1
342,-1,-1,1,1,-1,1,1,-1,0.625,0.10495870000000009,1
343,1,1,-1,-1,-1,-1,-1,1,0.75,0.1160115,1
344,1,1,-1,1,-1,1,-1,1,0.625,-0.02996970000000003,1
345,-1,-1,1,-1,1,-1,1,-1,0.625,0.1980205,1
346,1,1,1,-1,-1,-1,1,1,0.75,0.4591007000000001,1
347,1,1,-1,1,1,1,-1,1,0.625,-0.43737469999999995,1
348,1,1,-1,1,-1,-1,1,-1,0.5,0.1360655,1
349,-1,1,-1,1,-1,-1,-1,-1,0.625,-0.8676083000000002,1
350,-1,1,1,-1,1,1,-1,1,0.5,-0.16040690000000002,1
351,1,-1,1,1,1,-1,1,1,0.75,0.3364923,1
352,1,1,1,-1,-1,1,1,-1,0.625,-0.037209300000000015,1
353,1,-1,-1,-1,-1,-1,-1,1,0.875,0.7235180999999999,1
354,1,1,-1,1,-1,1,-1,1,0.75,-0.02996970000000003,1
355,-1,1,-1,-1,1,-1,-1,-1,0.625,0.00848870000000003,1
356,-1,-1,-1,-1,1,1,1,-1,0.5,0.40347649999999996,1
357,1,1,-1,-1,-1,1,-1,-1,0.625,-0.23029930000000004,1
358,-1,1,-1,1,-1,-1,-1,1,0.625,-0.7406327000000005,1
359,1,1,-1,-1,-1,-1,-1,1,0.75,0.1160115,1
360,1,-1,-1,-1,1,-1,-1,1,0.625,0.045865100000000034,1
361,1,1,1,-1,1,-1,-1,-1,0.75,-0.6046883,1
362,1,1,-1,-1,1,1,-1,-1,0.625,-0.3585842999999999,1
363,1,1,-1,1,1,1,-1,1,0.625,-0.43737469999999995,1
364,1,-1,1,-1,-1,1,1,-1,0.625,-0.14410269999999992,1
365,1,1,-1,1,1,-1,1,-1,0.75,0.7095725,1
366,1,1,1,-1,1,1,-1,1,0.625,-0.8116134999999999,1
367,-1,1,-1,1,-1,-1,-1,1,0.75,-0.7406327000000005,1
368,1,1,1,-1,-1,1,-1,1,0.625,-0.07855250000000007,1
369,1,1,-1,1,1,1,-1,1,0.625,-0.43737469999999995,1
370,1,-1,-1,1,1,1,-1,-1,0.75,-0.3140996999999999,1
371,1,-1,-1,1,1,1,1,-1,0.625,0.17619669999999998,1
372,1,1,1,1,-1,-1,1,-1,0.625,-0.027056899999999953,1
373,1,1,-1,-1,1,-1,1,-1,0.875,0.6013417,1
374,1,1,-1,1,1,-1,1,-1,0.375,0.7095725,1
375,1,1,-1,-1,-1,-1,1,1,0.625,0.4984551,1
376,1,1,1,-1,1,-1,1,1,0.625,0.28900770000000003,1
377,-1,1,-1,1,-1,-1,-1,1,0.625,-0.7406327000000005,1
378,1,1,-1,1,1,-1,1,-1,0.625,0.7095725,1
379,1,-1,-1,1,-1,-1,-1,-1,0.625,-0.47198029999999996,1
380,1,1,-1,-1,1,-1,-1,-1,0.625,-0.42040589999999994,1
381,1,1,-1,-1,-1,-1,1,-1,0.75,0.1666587,1
382,1,1,-1,1,1,1,-1,1,0.625,-0.43737469999999995,1
383,1,-1,-1,1,-1,1,-1,1,0.75,0.18828090000000003,1
384,-1,1,1,-1,-1,-1,-1,1,0.75,0.02783170000000003,1
385,1,1,1,-1,-1,1,1,1,0.75,-0.2068929,1
386,-1,1,1,1,1,1,1,-1,0.75,1.0817191000000002,1
387,1,1,-1,1,1,-1,1,-1,0.625,0.7095725,1
388,1,1,1,-1,-1,1,-1,-1,0.625,-0.17212490000000008,1
389,1,-1,1,-1,1,1,1,1,0.625,-0.6847673000000002,1
390,1,1,1,-1,-1,1,-1,-1,0.625,-0.17212490000000008,1
391,1,1,-1,-1,1,1,1,1,0.75,-0.3933443,1
392,-1,1,-1,1,-1,1,1,-1,0.75,0.25514970000000003,1
393,1,-1,1,-1,-1,1,-1,-1,0.75,0.04802970000000008,1
394,1,1,-1,1,1,1,1,1,0.75,0.11671370000000016,1
395,-1,1,-1,1,-1,1,-1,-1,0.5,0.23365330000000006,1
396,1,1,1,1,1,1,-1,1,0.75,-0.26090430000000003,1
397,-1,1,1,1,-1,-1,1,-1,0.75,-0.5151062999999999,1
398,-1,1,-1,-1,1,-1,1,1,0.625,0.045136700000000016,1
399,-1,1,-1,-1,-1,-1,1,-1,0.625,-0.3188626999999999,1
400,1,1,-1,-1,1,-1,-1,-1,0.625,-0.42040589999999994,1
401,-1,1,-1,1,-1,-1,-1,1,0.625,-0.7406327000000005,1
402,1,1,-1,1,1,1,1,-1,0.75,0.9077141000000001,1
403,1,1,1,-1,1,-1,-1,-1,0.75,-0.6046883,1
404,-1,1,-1,1,-1,1,-1,1,0.625,-0.3552991,1
405,1,1,-1,-1,1,1,1,-1,0.625,0.40873129999999996,1
406,1,-1,1,1,-1,1,1,1,0.75,0.23705570000000004,1
407,1,1,1,-1,-1,-1,-1,-1,0.75,-0.4764913,1
408,1,1,-1,1,-1,-1,1,-1,0.625,0.1360655,1
409,1,1,1,1,-1,1,-1,-1,0.625,0.22868510000000014,1
410,1,-1,-1,-1,1,-1,1,1,0.75,0.4773087000000001,1
411,1,1,1,1,1,1,-1,-1,0.75,0.05239209999999998,1
412,-1,-1,1,-1,1,-1,-1,-1,0.625,0.17947290000000005,1
413,1,1,-1,1,1,1,1,-1,0.75,0.9077141000000001,1
414,1,-1,1,-1,-1,1,-1,1,0.625,0.4459781,1
415,-1,1,1,-1,-1,1,-1,1,0.75,0.07803809999999993,1
416,-1,1,1,-1,1,-1,1,-1,0.625,0.4094979,1
417,1,-1,1,1,-1,-1,1,1,0.625,0.6861052999999999,1
418,1,-1,-1,1,-1,-1,1,-1,0.625,-0.10329989999999993,1
419,-1,1,1,-1,-1,1,-1,1,0.5,0.07803809999999993,1
420,1,-1,-1,-1,1,-1,-1,-1,0.625,-0.4356193,1
421,1,1,-1,1,-1,1,1,1,0.625,0.1480707,1
422,1,1,-1,-1,1,-1,-1,-1,0.875,-0.42040589999999994,1
423,-1,1,-1,1,-1,1,-1,-1,0.75,0.23365330000000006,1
424,1,1,-1,-1,-1,1,-1,1,0.75,-0.35117490000000007,1
425,1,1,-1,1,-1,-1,1,-1,0.625,0.1360655,1
426,1,1,1,1,-1,-1,1,1,0.875,0.5302627,1
427,1,-1,-1,-1,-1,1,1,-1,0.625,-0.0367571,1
428,1,1,-1,-1,1,-1,1,1,0.75,0.5151940999999999,1
429,1,-1,-1,1,-1,1,-1,1,0.625,0.18828090000000003,1
430,1,1,1,-1,1,1,1,1,0.75,-0.5639059000000001,1
431,1,1,-1,-1,-1,-1,1,-1,0.75,0.1666587,1
432,1,1,-1,-1,1,1,1,-1,0.625,0.40873129999999996,1
433,1,1,1,1,-1,-1,1,-1,0.625,-0.027056899999999953,1
434,1,1,-1,1,-1,1,1,-1,0.625,0.5211271,1
435,1,1,-1,1,1,-1,-1,-1,0.625,-0.3622039000000001,1
436,-1,1,-1,1,1,-1,-1,-1,0.75,-0.17553329999999995,1
437,1,1,-1,1,-1,-1,-1,1,0.875,0.046464699999999984,1
438,1,1,-1,1,1,-1,-1,1,0.875,-0.17402030000000002,1
439,1,1,1,-1,1,-1,1,1,0.625,0.28900770000000003,1
440,1,1,-1,1,-1,1,-1,-1,0.75,0.07983069999999996,1
441,-1,-1,-1,1,1,-1,1,1,0.625,-0.29116269999999994,1
442,-1,1,1,-1,1,-1,-1,-1,0.875,0.06390229999999998,1
443,-1,-1,1,-1,-1,-1,1,1,0.75,0.14536589999999994,1
444,1,1,-1,-1,1,-1,1,1,0.5,0.5151940999999999,1
445,1,1,1,1,1,1,1,1,0.75,0.03683209999999994,1
446,1,1,1,1,-1,1,-1,1,0.875,0.3333327000000001,1
447,1,1,1,1,1,-1,1,-1,0.625,0.3596181,1
448,1,1,1,-1,1,-1,1,-1,0.75,0.1607073,1
449,1,1,-1,1,1,1,-1,-1,0.625,0.09036970000000001,1
450,1,-1,-1,1,-1,1,1,-1,0.5,0.1079537,1
451,1,1,1,1,1,-1,1,1,0.75,0.49899369999999993,1
452,1,1,1,-1,-1,1,-1,-1,0.625,-0.17212490000000008,1
453,1,-1,1,-1,1,1,1,-1,0.625,-0.4015157000000002,1
454,-1,1,-1,-1,-1,1,1,1,0.625,-0.7260687,1
455,1,1,-1,1,1,1,1,1,0.75,0.11671370000000016,1
456,1,1,-1,1,1,1,-1,1,0.625,-0.43737469999999995,1
457,1,1,1,-1,-1,-1,1,-1,0.75,-0.08714370000000003,1
458,1,1,1,-1,1,-1,-1,-1,0.5,-0.6046883,1
459,1,1,1,-1,-1,1,-1,-1,0.75,-0.17212490000000008,1
460,1,-1,1,-1,1,-1,-1,1,0.75,0.16686269999999992,1
461,-1,1,-1,-1,-1,1,1,-1,0.75,0.13721490000000008,1
462,-1,1,-1,1,1,1,-1,1,0.75,-0.2680881,1
463,-1,1,1,-1,1,1,1,1,0.75,-0.3324993,1
464,1,-1,1,-1,1,-1,1,1,0.5,0.3419543,1
465,1,1,-1,-1,-1,1,1,-1,0.75,0.1609683,1
466,1,-1,-1,1,1,1,-1,-1,0.75,-0.3140996999999999,1
467,1,1,-1,-1,1,-1,1,-1,0.75,0.6013417,1
468,1,1,1,1,-1,1,1,1,0.75,0.25502110000000006,1
469,1,1,1,1,-1,-1,-1,1,0.5,0.35414229999999997,1
470,-1,1,1,-1,1,1,-1,1,0.75,-0.16040690000000002,1
471,1,-1,-1,-1,-1,-1,1,1,0.625,0.7789136999999998,1
472,1,-1,1,1,1,-1,1,1,0.625,0.3364923,1
473,1,1,1,1,-1,1,-1,1,0.75,0.3333327000000001,1
474,1,1,1,-1,-1,1,-1,1,0.625,-0.07855250000000007,1
475,-1,1,1,-1,1,-1,1,1,0.625,0.05864629999999997,1
476,1,-1,1,1,-1,1,1,1,0.875,0.23705570000000004,1
477,1,1,1,-1,-1,1,1,-1,0.75,-0.037209300000000015,1
478,1,-1,1,-1,1,1,1,1,0.625,-0.6847673000000002,1
479,1,1,-1,-1,-1,1,-1,1,0.75,-0.35117490000000007,1
480,1,1,-1,1,1,1,1,1,0.75,0.11671370000000016,1
481,-1,1,1,1,-1,-1,-1,-1,0.75,-0.5346827000000001,1
482,-1,1,1,-1,1,1,-1,1,0.625,-0.16040690000000002,1
483,1,1,1,-1,1,1,-1,1,0.875,-0.8116134999999999,1
484,1,1,1,-1,1,1,-1,-1,0.75,-0.48724189999999995,1
485,-1,1,-1,1,-1,1,1,1,0.75,-0.5970586999999999,1
486,1,1,-1,1,1,1,1,-1,0.75,0.9077141000000001,1
487,1,1,1,-1,-1,-1,1,-1,0.625,-0.08714370000000003,1
488,1,1,1,1,1,-1,-1,1,0.75,-0.05317470000000003,1
489,-1,1,-1,-1,1,-1,1,-1,0.875,0.6104363000000002,1
490,1,-1,1,1,-1,1,-1,1,0.625,0.6424153,1
491,1,-1,1,-1,-1,-1,1,-1,0.5,-0.020229099999999958,1
492,-1,1,1,1,1,1,-1,1,0.5,0.14807830000000005,1
493,-1,1,-1,1,1,-1,-1,-1,0.75,-0.17553329999999995,1
494,1,1,-1,-1,1,1,-1,-1,0.75,-0.3585842999999999,1
495,1,-1,-1,1,-1,1,-1,-1,0.625,-0.0062946999999999725,1
496,-1,1,-1,-1,-1,-1,1,-1,0.75,-0.3188626999999999,1
497,1,-1,1,1,-1,-1,1,-1,0.875,-0.17559030000000003,1
498,-1,1,1,-1,-1,1,1,1,0.625,-0.47010230000000003,1
499,1,-1,1,1,1,-1,1,1,0.75,0.3364923,1
500,-1,1,-1,-1,1,-1,1,1,0.875,0.045136700000000016,1
501,1,-1,-1,1,-1,-1,1,1,0.625,0.5439477,1
502,1,-1,-1,1,1,1,-1,-1,0.625,-0.3140996999999999,1
503,1,1,1,1,-1,1,1,-1,0.625,0.4136295,1
504,1,1,-1,1,1,-1,1,1,0.75,0.6345001,1
505,-1,1,-1,1,1,1,-1,1,0.875,-0.2680881,1
506,1,1,-1,-1,-1,1,1,-1,0.875,0.1609683,1
507,1,1,-1,1,1,1,-1,-1,0.75,0.09036970000000001,1
508,1,-1,1,1,-1,-1,-1,-1,0.75,-0.2879187,1
509,1,1,-1,-1,-1,1,1,1,0.75,-0.2231633,1
510,1,1,-1,-1,-1,-1,-1,1,0.875,0.1160115,1
511,-1,-1,1,1,1,-1,1,-1,0.75,-0.060740699999999995,1
512,1,1,-1,1,1,1,-1,1,0.875,-0.43737469999999995,1
513,1,1,-1,1,-1,-1,-1,1,0.625,0.046464699999999984,1
514,1,1,-1,-1,-1,-1,-1,-1,0.75,-0.47904090000000005,1
515,1,1,-1,1,1,-1,-1,1,0.75,-0.17402030000000002,1
516,-1,-1,-1,1,1,-1,-1,1,0.625,-0.3528351,1
517,-1,1,-1,-1,-1,-1,1,-1,0.75,-0.3188626999999999,1
518,1,1,1,-1,-1,-1,1,-1,0.75,-0.08714370000000003,1
519,-1,-1,-1,1,1,1,-1,-1,0.75,0.37429090000000004,1
520,1,1,1,-1,1,-1,-1,-1,0.75,-0.6046883,1
521,1,-1,-1,1,-1,-1,1,1,0.75,0.5439477,1
522,1,1,-1,-1,1,-1,-1,1,0.75,-0.2432975,1
523,1,1,-1,1,1,-1,-1,1,0.75,-0.17402030000000002,1
524,-1,-1,-1,-1,-1,1,1,-1,0.625,-0.020558499999999993,1
525,1,1,-1,1,1,1,1,1,0.625,0.11671370000000016,1
526,1,1,-1,1,-1,-1,-1,-1,0.75,-0.5596629000000001,1
527,1,1,1,1,1,1,1,1,0.875,0.03683209999999994,1
528,-1,1,-1,-1,-1,-1,1,1,0.75,-0.46621830000000003,1
529,1,1,1,1,1,-1,-1,1,0.75,-0.05317470000000003,1
530,1,1,-1,1,-1,1,1,1,0.625,0.1480707,1
531,1,1,1,-1,-1,-1,-1,1,0.875,0.3330091,1
532,1,-1,-1,-1,1,1,-1,1,0.75,-0.7820492999999998,1
533,-1,1,-1,-1,1,1,-1,-1,0.625,0.5320783,1
534,1,-1,-1,-1,1,1,1,1,0.75,-0.6050377,1
535,1,1,1,-1,-1,-1,1,1,0.75,0.4591007000000001,1
536,1,-1,-1,-1,-1,-1,-1,1,0.875,0.7235180999999999,1
537,1,1,-1,-1,-1,-1,-1,1,0.75,0.1160115,1
538,-1,1,-1,-1,-1,1,-1,-1,0.75,0.1657473,1
539,-1,1,-1,-1,-1,-1,1,-1,0.75,-0.3188626999999999,1
540,1,-1,-1,1,-1,1,1,1,0.625,0.03927329999999997,1
541,1,1,1,1,1,1,1,1,0.75,0.03683209999999994,1
542,1,-1,1,-1,1,-1,-1,1,0.75,0.16686269999999992,1
543,1,-1,1,-1,-1,-1,1,1,0.75,0.8303912999999998,1
544,1,-1,-1,-1,-1,-1,-1,1,0.75,0.7235180999999999,1
545,1,1,1,-1,-1,-1,1,1,0.75,0.4591007000000001,1
546,1,1,1,-1,-1,-1,-1,1,0.75,0.3330091,1
547,1,1,-1,1,1,1,1,-1,0.625,0.9077141000000001,1
548,1,1,1,1,-1,-1,-1,1,0.75,0.35414229999999997,1
549,1,1,1,-1,1,1,-1,-1,0.625,-0.48724189999999995,1
550,1,1,1,1,1,1,1,-1,0.75,0.6133845,1
551,1,1,1,-1,-1,1,-1,1,0.75,-0.07855250000000007,1
552,1,1,-1,1,-1,1,-1,1,0.875,-0.02996970000000003,1
553,1,-1,-1,-1,-1,-1,-1,-1,0.75,-0.17591030000000002,1
554,-1,1,-1,-1,-1,-1,-1,-1,0.625,-0.5447623,1
555,1,-1,1,1,-1,1,-1,1,0.75,0.6424153,1
556,1,-1,-1,1,1,-1,-1,-1,0.625,-0.5928653,1
557,1,1,1,-1,1,-1,-1,-1,0.875,-0.6046883,1
558,-1,-1,-1,1,1,-1,-1,-1,0.75,-0.3662427,1
559,1,1,-1,-1,-1,-1,-1,-1,0.75,-0.47904090000000005,1
560,1,-1,-1,1,-1,-1,1,-1,0.625,-0.10329989999999993,1
561,1,1,1,1,1,1,-1,-1,0.75,0.05239209999999998,1
562,-1,1,1,1,-1,1,-1,1,0.875,0.2476993,1
563,-1,1,-1,1,-1,-1,1,1,0.875,-0.7279603,1
564,-1,1,-1,-1,1,1,-1,-1,0.5,0.5320783,1
565,-1,1,1,1,-1,1,-1,1,0.75,0.2476993,1
566,1,1,-1,-1,1,1,1,-1,0.75,0.40873129999999996,1
567,-1,-1,-1,1,1,-1,1,-1,0.625,-0.04131430000000001,1
568,1,1,1,1,1,1,1,1,0.75,0.03683209999999994,1
569,1,1,1,1,-1,1,1,-1,0.75,0.4136295,1
570,1,1,-1,-1,-1,1,1,-1,0.75,0.1609683,1
571,1,1,-1,-1,-1,1,1,-1,1.0,0.1609683,1
572,1,1,1,-1,-1,-1,1,1,0.625,0.4591007000000001,1
573,-1,1,-1,-1,-1,-1,-1,1,0.75,-0.4288619000000001,1
574,1,1,-1,1,-1,1,-1,-1,0.625,0.07983069999999996,1
575,1,1,-1,1,1,1,-1,-1,0.875,0.09036970000000001,1
576,1,-1,-1,1,-1,-1,-1,1,0.5,0.4385233,1
577,1,1,-1,1,1,1,-1,-1,0.75,0.09036970000000001,1
578,1,1,-1,-1,-1,-1,1,-1,0.75,0.1666587,1
579,1,1,-1,-1,-1,-1,1,-1,0.625,0.1666587,1
580,1,1,1,1,-1,-1,-1,-1,0.875,-0.4664333,1
581,-1,1,1,-1,1,-1,1,-1,0.625,0.4094979,1
582,1,1,-1,1,1,1,-1,1,0.75,-0.43737469999999995,1
583,1,1,1,1,1,-1,1,-1,0.625,0.3596181,1
584,1,1,-1,-1,-1,-1,1,1,0.75,0.4984551,1
585,1,1,-1,1,-1,1,-1,-1,0.75,0.07983069999999996,1
586,-1,1,1,-1,1,-1,1,1,0.625,0.05864629999999997,1
587,-1,1,1,-1,1,1,-1,1,0.75,-0.16040690000000002,1
588,1,1,1,-1,-1,-1,-1,-1,0.75,-0.4764913,1
589,1,1,-1,-1,1,1,-1,-1,0.625,-0.3585842999999999,1
590,-1,1,1,-1,1,1,-1,1,0.75,-0.16040690000000002,1
591,1,1,1,-1,-1,-1,1,-1,0.75,-0.08714370000000003,1
592,1,1,1,-1,-1,1,-1,-1,0.625,-0.17212490000000008,1
593,1,1,1,-1,1,-1,1,1,0.875,0.28900770000000003,1
594,1,1,1,-1,-1,1,1,1,0.875,-0.2068929,1
595,1,1,-1,1,1,1,1,1,0.625,0.11671370000000016,1
596,1,-1,-1,1,1,1,1,1,0.75,-0.31042770000000003,1
597,1,-1,-1,1,-1,1,1,-1,0.875,0.1079537,1
598,1,1,-1,-1,-1,-1,-1,1,0.875,0.1160115,1
599,1,1,-1,-1,1,1,-1,1,0.75,-0.8974038999999998,1
600,1,1,-1,-1,1,-1,-1,1,0.75,-0.2432975,1
601,1,1,-1,-1,-1,1,-1,1,0.625,-0.35117490000000007,1
602,1,-1,1,-1,1,-1,-1,-1,0.625,-0.5290697000000001,1
603,1,-1,-1,-1,-1,1,-1,-1,0.875,-0.10097669999999996,1
604,1,1,-1,1,-1,-1,-1,-1,0.75,-0.5596629000000001,1
605,1,1,-1,1,-1,-1,-1,-1,0.625,-0.5596629000000001,1
606,1,1,-1,-1,-1,-1,-1,-1,0.875,-0.47904090000000005,1
607,1,1,1,1,-1,-1,-1,1,0.75,0.35414229999999997,1
608,1,1,-1,1,-1,-1,1,1,0.75,0.47893710000000006,1
609,-1,-1,1,-1,-1,1,-1,-1,0.625,0.7237243,1
610,1,1,-1,-1,1,1,-1,-1,0.625,-0.3585842999999999,1
611,-1,1,1,-1,-1,1,1,-1,0.75,0.17873329999999998,1
612,1,1,1,1,1,1,-1,1,0.75,-0.26090430000000003,1
613,-1,1,1,1,1,1,1,1,0.75,0.02601470000000007,1
614,1,-1,-1,-1,1,1,1,-1,0.625,-0.1073381,1
615,-1,1,1,1,1,1,-1,1,0.625,0.14807830000000005,1
616,1,1,1,-1,1,1,-1,-1,1.0,-0.48724189999999995,1
617,1,1,1,1,-1,1,1,1,0.625,0.25502110000000006,1
618,1,1,1,1,1,1,-1,-1,0.75,0.05239209999999998,1
619,-1,1,1,1,-1,-1,-1,-1,0.75,-0.5346827000000001,1
620,1,1,-1,-1,-1,1,-1,1,0.875,-0.35117490000000007,1
621,1,1,-1,-1,-1,-1,1,-1,0.875,0.1666587,1
622,1,1,1,-1,1,1,1,1,0.875,-0.5639059000000001,1
623,-1,1,-1,1,1,1,1,1,0.75,-0.1337996999999999,1
624,1,1,-1,1,1,1,-1,-1,0.875,0.09036970000000001,1
625,1,1,-1,-1,-1,-1,-1,1,0.75,0.1160115,1
626,1,-1,1,1,-1,1,1,-1,0.625,0.09128809999999997,1
627,1,-1,1,-1,-1,-1,1,-1,0.625,-0.020229099999999958,1
628,1,1,-1,-1,-1,-1,1,1,0.75,0.4984551,1
629,1,1,-1,1,1,1,-1,1,0.75,-0.43737469999999995,1
630,1,1,1,-1,1,-1,1,-1,0.75,0.1607073,1
631,-1,1,-1,1,-1,-1,1,-1,0.75,-0.5916798999999998,1
632,-1,1,1,1,-1,-1,1,1,0.75,-0.43693870000000007,1
633,1,-1,1,1,1,1,1,-1,0.875,-0.027300900000000086,1
634,1,-1,-1,1,1,1,-1,-1,0.75,-0.3140996999999999,1
635,1,1,1,-1,1,-1,1,1,0.875,0.28900770000000003,1
636,1,1,-1,1,1,-1,1,-1,0.75,0.7095725,1
637,-1,-1,1,1,-1,-1,-1,1,0.625,0.3295835,1
638,-1,1,-1,1,1,1,-1,1,0.875,-0.2680881,1
639,-1,1,-1,-1,1,1,1,1,0.625,-0.4016336999999999,1
640,-1,-1,-1,-1,-1,-1,1,1,0.75,-0.14580770000000004,1
641,1,-1,1,-1,-1,1,-1,-1,0.875,0.04802970000000008,1
642,1,1,1,-1,1,-1,1,1,0.75,0.28900770000000003,1
643,1,1,1,-1,-1,1,1,1,0.75,-0.2068929,1
644,-1,-1,1,-1,1,1,-1,-1,0.5,0.5848793,1
645,1,1,-1,1,1,1,1,1,0.75,0.11671370000000016,1
646,1,-1,1,1,1,-1,-1,1,0.75,0.11137189999999998,1
647,-1,-1,1,1,1,1,-1,-1,0.625,0.6668413000000001,1
648,-1,1,-1,1,1,-1,1,1,0.625,-0.07778129999999993,1
649,-1,1,1,-1,1,-1,1,-1,0.625,0.4094979,1
650,1,-1,1,1,1,-1,-1,1,0.625,0.11137189999999998,1
651,1,1,1,1,1,-1,-1,1,0.875,-0.05317470000000003,1
652,-1,1,-1,-1,1,-1,1,1,0.875,0.045136700000000016,1
653,1,1,-1,-1,-1,-1,1,1,0.75,0.4984551,1
654,1,1,1,1,-1,1,1,1,0.75,0.25502110000000006,1
655,1,1,-1,-1,1,-1,1,1,0.625,0.5151940999999999,1
656,1,1,-1,-1,-1,1,-1,1,0.625,-0.35117490000000007,1
657,-1,1,1,1,1,-1,1,-1,0.625,0.3661847,1
658,1,1,-1,-1,1,1,-1,1,0.875,-0.8974038999999998,1
659,1,1,1,1,-1,1,1,1,0.875,0.25502110000000006,1
