,0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
660,1,1,1,-1,1,-1,-1,-1,0.875,-0.6046883,1
661,1,-1,1,1,1,-1,1,1,0.75,0.3364923,1
662,1,-1,1,1,1,1,-1,-1,0.75,-0.26124530000000007,1
663,-1,1,1,-1,1,-1,1,1,0.75,0.05864629999999997,1
664,1,1,1,1,1,1,1,-1,0.875,0.6133845,1
665,-1,-1,-1,-1,-1,-1,-1,-1,0.625,-0.20167970000000002,1
666,1,1,1,1,-1,-1,1,-1,0.875,-0.027056899999999953,1
667,1,1,-1,1,1,1,1,-1,0.625,0.9077141000000001,1
668,1,1,1,-1,1,1,1,-1,0.75,0.02372169999999997,1
669,1,1,-1,1,1,-1,-1,-1,0.75,-0.3622039000000001,1
670,1,1,-1,1,1,-1,-1,-1,0.875,-0.3622039000000001,1
671,1,1,1,1,1,1,1,-1,0.625,0.6133845,1
672,-1,-1,-1,-1,-1,-1,1,1,0.625,-0.14580770000000004,1
673,1,1,1,-1,-1,-1,-1,1,0.625,0.3330091,1
674,1,1,1,-1,1,1,1,1,0.75,-0.5639059000000001,1
675,1,1,-1,-1,-1,-1,-1,-1,0.75,-0.47904090000000005,1
676,1,1,1,1,1,-1,1,-1,0.625,0.3596181,1
677,-1,1,1,1,1,-1,-1,1,0.75,-0.10596010000000002,1
678,1,1,-1,1,-1,1,-1,-1,0.75,0.07983069999999996,1
679,1,1,-1,1,1,-1,-1,1,0.75,-0.17402030000000002,1
680,1,-1,-1,-1,1,1,-1,1,0.75,-0.7820492999999998,1
681,1,1,1,-1,1,1,-1,1,0.75,-0.8116134999999999,1
682,1,-1,-1,1,-1,-1,1,1,0.75,0.5439477,1
683,1,1,-1,-1,1,-1,1,-1,0.75,0.6013417,1
684,1,1,1,-1,1,-1,1,-1,0.75,0.1607073,1
685,1,1,-1,1,-1,-1,1,1,0.75,0.47893710000000006,1
686,1,1,-1,-1,-1,-1,-1,-1,0.875,-0.47904090000000005,1
687,1,1,1,1,1,1,1,-1,0.75,0.6133845,1
688,1,-1,1,-1,-1,-1,-1,1,0.5,1.0313477,1
689,1,1,1,1,1,-1,1,1,0.875,0.49899369999999993,1
690,1,1,-1,-1,1,1,-1,1,0.75,-0.8974038999999998,1
691,1,1,-1,1,-1,1,-1,-1,0.625,0.07983069999999996,1
692,1,1,1,1,1,1,1,1,0.625,0.03683209999999994,1
693,1,1,-1,-1,-1,1,-1,-1,0.875,-0.23029930000000004,1
694,1,-1,1,1,-1,1,-1,1,0.75,0.6424153,1
695,1,1,1,-1,-1,1,1,-1,0.75,-0.037209300000000015,1
696,1,1,-1,1,1,1,1,-1,0.875,0.9077141000000001,1
697,1,1,1,1,1,1,-1,-1,0.875,0.05239209999999998,1
698,1,1,1,1,-1,-1,1,1,0.75,0.5302627,1
699,-1,-1,-1,-1,1,1,-1,-1,0.75,0.38300889999999993,1
700,1,-1,1,-1,1,1,1,1,0.625,-0.6847673000000002,1
701,1,-1,-1,1,1,-1,1,-1,0.75,0.15186310000000003,1
702,-1,1,-1,1,1,1,1,-1,0.75,1.1363527000000002,1
703,1,1,1,-1,-1,1,-1,-1,0.75,-0.17212490000000008,1
704,-1,1,-1,1,1,1,1,-1,0.625,1.1363527000000002,1
705,1,1,-1,-1,1,-1,1,-1,0.75,0.6013417,1
706,1,1,-1,-1,1,1,-1,-1,0.875,-0.3585842999999999,1
707,1,-1,1,1,1,1,1,1,0.875,-0.29947730000000006,1
708,1,1,1,-1,-1,-1,-1,1,0.75,0.3330091,1
709,1,-1,-1,1,1,1,1,-1,0.75,0.17619669999999998,1
710,1,-1,1,-1,1,-1,-1,-1,0.625,-0.5290697000000001,1
711,1,-1,1,1,-1,1,1,-1,0.75,0.09128809999999997,1
712,-1,1,1,-1,-1,-1,1,1,0.75,-0.26587670000000013,1
713,1,1,1,1,-1,-1,1,-1,0.75,-0.027056899999999953,1
714,-1,1,-1,-1,1,1,-1,1,0.875,-0.48589330000000003,1
715,-1,-1,1,-1,-1,-1,1,1,0.75,0.14536589999999994,1
716,1,1,1,-1,1,-1,-1,1,0.625,-0.2131319000000001,1
717,1,-1,1,-1,1,-1,-1,1,0.75,0.16686269999999992,1
718,1,-1,1,1,-1,1,-1,-1,0.625,0.23339170000000015,1
719,-1,-1,1,-1,1,-1,1,1,0.75,0.15154490000000004,1
720,-1,1,-1,1,1,-1,-1,1,0.625,-0.46650169999999996,1
721,1,1,1,-1,-1,-1,1,1,0.75,0.4591007000000001,1
722,1,1,1,1,1,-1,1,-1,0.75,0.3596181,1
723,1,-1,1,1,-1,-1,1,-1,0.75,-0.17559030000000003,1
724,1,1,-1,-1,-1,1,1,1,0.875,-0.2231633,1
725,1,1,-1,1,1,-1,1,-1,0.875,0.7095725,1
726,1,-1,-1,1,-1,-1,1,1,0.75,0.5439477,1
727,1,1,-1,-1,-1,-1,-1,-1,0.875,-0.47904090000000005,1
728,1,1,-1,1,-1,1,-1,1,0.875,-0.02996970000000003,1
729,1,1,-1,1,1,1,1,1,0.625,0.11671370000000016,1
730,1,1,-1,-1,1,1,-1,-1,0.875,-0.3585842999999999,1
731,1,-1,1,-1,1,1,-1,1,0.875,-0.6054269,1
732,1,1,1,-1,-1,1,1,-1,0.75,-0.037209300000000015,1
733,1,1,1,-1,-1,1,-1,1,0.875,-0.07855250000000007,1
734,1,1,1,-1,-1,1,-1,-1,0.75,-0.17212490000000008,1
735,1,1,1,1,-1,1,-1,-1,1.0,0.22868510000000014,1
736,1,1,1,-1,-1,1,1,1,0.75,-0.2068929,1
737,1,1,1,-1,1,1,-1,1,0.75,-0.8116134999999999,1
738,1,1,1,1,1,1,1,-1,0.75,0.6133845,1
739,1,1,1,1,1,-1,1,-1,0.75,0.3596181,1
740,1,1,1,1,-1,-1,-1,1,0.75,0.35414229999999997,1
741,-1,1,-1,1,-1,-1,-1,-1,0.75,-0.8676083000000002,1
742,-1,1,1,1,1,-1,-1,1,0.75,-0.10596010000000002,1
743,-1,1,-1,1,-1,1,1,1,0.75,-0.5970586999999999,1
744,1,1,1,-1,-1,-1,-1,1,0.875,0.3330091,1
745,1,1,-1,1,-1,1,1,-1,0.75,0.5211271,1
746,1,-1,1,-1,1,1,1,1,0.875,-0.6847673000000002,1
747,-1,-1,-1,-1,-1,1,-1,1,0.625,0.039370299999999955,1
748,-1,1,-1,-1,1,-1,-1,1,0.75,-0.2935549,1
749,1,1,-1,1,-1,-1,1,1,0.875,0.47893710000000006,1
750,1,1,-1,-1,-1,1,1,-1,0.75,0.1609683,1
751,1,1,-1,1,1,-1,-1,1,0.875,-0.17402030000000002,1
752,-1,1,-1,-1,-1,1,1,-1,0.875,0.13721490000000008,1
753,1,1,-1,1,-1,1,1,1,0.875,0.1480707,1
754,1,1,1,-1,-1,1,1,1,0.875,-0.2068929,1
755,1,1,-1,-1,1,-1,1,1,0.875,0.5151940999999999,1
756,1,1,1,1,1,-1,1,1,0.75,0.49899369999999993,1
757,1,-1,-1,1,1,1,1,-1,0.875,0.17619669999999998,1
758,1,1,-1,1,1,1,-1,1,0.875,-0.43737469999999995,1
759,1,-1,1,1,-1,1,-1,-1,0.75,0.23339170000000015,1
760,1,1,1,-1,1,1,-1,1,0.875,-0.8116134999999999,1
761,1,1,-1,1,-1,1,-1,1,0.625,-0.02996970000000003,1
762,1,1,-1,-1,-1,1,-1,1,0.875,-0.35117490000000007,1
763,1,1,1,-1,-1,-1,-1,1,0.5,0.3330091,1
764,1,1,1,1,-1,1,-1,1,0.75,0.3333327000000001,1
765,1,1,-1,1,-1,1,1,1,0.875,0.1480707,1
766,1,-1,-1,1,1,1,1,1,0.75,-0.31042770000000003,1
767,1,-1,-1,1,1,-1,-1,1,0.75,-0.10030570000000001,1
768,1,1,1,1,-1,-1,1,1,0.75,0.5302627,1
769,1,1,-1,-1,1,1,1,1,0.75,-0.3933443,1
770,1,1,-1,1,-1,-1,-1,1,0.625,0.046464699999999984,1
771,1,1,1,-1,-1,-1,-1,1,0.875,0.3330091,1
772,1,1,-1,-1,1,1,-1,-1,0.875,-0.3585842999999999,1
773,1,-1,1,-1,1,-1,-1,1,0.875,0.16686269999999992,1
774,1,-1,1,-1,1,-1,1,-1,0.75,-0.09072210000000007,1
775,1,1,1,1,1,-1,1,-1,0.875,0.3596181,1
776,1,1,1,1,1,-1,-1,1,0.875,-0.05317470000000003,1
777,1,1,-1,-1,1,1,1,-1,0.875,0.40873129999999996,1
778,1,1,1,1,1,-1,-1,1,1.0,-0.05317470000000003,1
779,1,1,1,-1,-1,1,-1,1,0.75,-0.07855250000000007,1
780,1,1,-1,-1,1,-1,-1,1,0.875,-0.2432975,1
781,1,-1,-1,1,1,1,1,-1,0.625,0.17619669999999998,1
782,1,1,-1,1,1,-1,1,-1,0.75,0.7095725,1
783,1,1,-1,-1,-1,-1,-1,1,1.0,0.1160115,1
784,1,1,1,-1,-1,-1,-1,1,0.75,0.3330091,1
785,1,1,-1,-1,1,-1,1,1,0.875,0.5151940999999999,1
786,1,1,-1,-1,-1,1,1,1,0.875,-0.2231633,1
787,1,1,1,1,-1,1,-1,1,0.875,0.3333327000000001,1
788,1,1,-1,-1,-1,1,-1,-1,0.875,-0.23029930000000004,1
789,1,1,1,-1,1,-1,1,1,0.625,0.28900770000000003,1
790,1,1,-1,-1,-1,-1,1,1,0.875,0.4984551,1
791,1,1,1,1,1,-1,1,-1,0.875,0.3596181,1
792,1,1,-1,1,-1,1,-1,-1,0.875,0.07983069999999996,1
793,1,1,1,-1,1,-1,-1,-1,1.0,-0.6046883,1
794,1,-1,1,1,1,-1,-1,-1,0.875,-0.5956357000000001,1
795,1,-1,-1,-1,1,-1,1,1,0.75,0.4773087000000001,1
796,1,1,-1,-1,-1,1,-1,1,0.75,-0.35117490000000007,1
797,-1,1,-1,-1,1,1,-1,1,0.75,-0.48589330000000003,1
798,1,1,-1,1,-1,-1,1,-1,0.875,0.1360655,1
799,1,1,-1,1,1,-1,1,1,0.875,0.6345001,1
800,-1,1,1,1,-1,1,1,-1,0.75,0.3873480999999999,1
801,1,1,-1,1,1,1,1,1,0.875,0.11671370000000016,1
802,1,1,1,1,1,1,1,-1,0.875,0.6133845,1
803,1,-1,-1,1,-1,-1,-1,1,0.75,0.4385233,1
804,-1,1,1,1,1,-1,1,1,0.875,0.02640830000000001,1
805,1,-1,-1,-1,-1,1,-1,-1,0.75,-0.10097669999999996,1
806,1,1,-1,-1,-1,-1,-1,1,0.75,0.1160115,1
807,1,-1,-1,1,1,-1,-1,1,0.75,-0.10030570000000001,1
808,1,1,-1,-1,-1,1,-1,-1,0.875,-0.23029930000000004,1
809,1,1,1,-1,-1,-1,1,-1,0.875,-0.08714370000000003,1
810,1,1,-1,1,-1,1,-1,-1,0.875,0.07983069999999996,1
811,1,1,-1,1,-1,1,1,-1,0.75,0.5211271,1
812,1,1,-1,1,-1,-1,1,1,0.75,0.47893710000000006,1
813,1,1,1,1,1,-1,1,-1,0.75,0.3596181,1
814,1,1,-1,-1,1,-1,1,1,0.875,0.5151940999999999,1
815,1,1,1,-1,1,1,1,1,0.875,-0.5639059000000001,1
816,-1,1,1,1,1,-1,-1,-1,0.75,-0.0294397,1
817,1,1,1,-1,1,-1,-1,1,0.875,-0.2131319000000001,1
818,1,1,1,1,-1,-1,-1,1,0.875,0.35414229999999997,1
819,1,1,1,-1,-1,-1,1,1,0.875,0.4591007000000001,1
820,1,1,-1,-1,-1,1,-1,-1,0.875,-0.23029930000000004,1
821,1,1,-1,1,-1,-1,-1,1,0.875,0.046464699999999984,1
822,1,1,1,-1,1,-1,-1,-1,0.75,-0.6046883,1
823,1,1,-1,1,1,-1,-1,-1,1.0,-0.3622039000000001,1
824,-1,1,1,1,1,1,1,-1,0.75,1.0817191000000002,1
825,1,1,-1,-1,-1,-1,-1,1,0.875,0.1160115,1
826,1,1,1,1,-1,-1,1,1,0.875,0.5302627,1
827,1,1,1,-1,1,1,1,1,0.75,-0.5639059000000001,1
828,1,1,-1,1,-1,1,-1,1,0.875,-0.02996970000000003,1
829,-1,1,-1,1,1,1,1,1,0.875,-0.1337996999999999,1
830,1,1,1,-1,1,1,1,1,0.875,-0.5639059000000001,1
831,1,-1,-1,-1,1,-1,-1,-1,0.875,-0.4356193,1
832,1,1,1,-1,-1,1,1,1,0.75,-0.2068929,1
833,1,1,1,1,1,1,1,1,0.875,0.03683209999999994,1
834,1,1,1,1,1,1,-1,-1,0.875,0.05239209999999998,1
835,-1,1,-1,1,1,-1,1,-1,0.75,0.47644309999999995,1
836,-1,-1,1,1,1,1,-1,1,0.75,0.17876890000000006,1
837,1,1,1,-1,-1,-1,1,1,0.75,0.4591007000000001,1
838,1,1,-1,-1,1,1,-1,-1,0.875,-0.3585842999999999,1
839,-1,1,-1,1,-1,1,-1,1,0.875,-0.3552991,1
840,-1,1,1,-1,1,-1,-1,-1,0.75,0.06390229999999998,1
841,1,1,-1,1,-1,-1,1,1,0.75,0.47893710000000006,1
842,1,1,-1,-1,1,1,1,1,1.0,-0.3933443,1
843,1,1,1,1,-1,1,1,1,0.625,0.25502110000000006,1
844,1,1,1,-1,-1,-1,1,1,1.0,0.4591007000000001,1
845,1,-1,1,-1,1,-1,-1,1,0.75,0.16686269999999992,1
846,-1,1,1,1,-1,-1,1,-1,0.875,-0.5151062999999999,1
847,-1,-1,-1,-1,1,1,-1,1,0.75,-0.33058670000000007,1
848,1,1,-1,-1,-1,1,1,1,0.875,-0.2231633,1
849,1,1,-1,1,-1,-1,-1,-1,0.875,-0.5596629000000001,1
850,1,1,1,1,1,-1,1,-1,0.75,0.3596181,1
851,1,1,-1,1,1,-1,1,1,0.875,0.6345001,1
852,1,1,-1,-1,1,-1,1,-1,0.875,0.6013417,1
853,-1,1,1,1,-1,1,1,1,0.75,-0.25041230000000003,1
854,1,1,-1,-1,-1,-1,-1,1,0.875,0.1160115,1
855,1,-1,-1,-1,-1,1,1,1,0.875,-0.11651269999999996,1
856,1,1,-1,1,-1,-1,-1,1,0.875,0.046464699999999984,1
857,1,1,1,-1,1,-1,1,-1,0.875,0.1607073,1
858,1,1,1,1,1,1,-1,1,1.0,-0.26090430000000003,1
859,1,1,1,-1,-1,1,1,-1,1.0,-0.037209300000000015,1
860,1,1,-1,1,-1,1,1,1,1.0,0.1480707,1
861,-1,1,-1,-1,-1,1,-1,-1,0.75,0.1657473,1
862,-1,-1,-1,-1,1,-1,-1,1,0.75,0.03555969999999996,1
863,1,1,1,-1,-1,1,1,1,1.0,-0.2068929,1
864,-1,1,1,-1,1,-1,1,-1,0.625,0.4094979,1
865,-1,1,1,1,-1,-1,-1,-1,0.75,-0.5346827000000001,1
866,1,-1,-1,1,1,1,1,-1,0.875,0.17619669999999998,1
867,1,1,-1,1,1,1,1,-1,0.875,0.9077141000000001,1
868,1,1,-1,1,1,1,-1,1,0.75,-0.43737469999999995,1
869,1,1,-1,-1,-1,1,-1,1,0.75,-0.35117490000000007,1
870,1,1,1,-1,1,-1,-1,1,0.875,-0.2131319000000001,1
871,1,1,1,1,1,1,-1,1,0.75,-0.26090430000000003,1
872,1,-1,-1,1,1,1,1,1,0.75,-0.31042770000000003,1
873,1,-1,1,-1,1,-1,1,1,0.75,0.3419543,1
874,1,1,-1,-1,-1,1,1,-1,0.875,0.1609683,1
875,1,1,-1,1,1,1,-1,-1,1.0,0.09036970000000001,1
876,1,1,1,1,-1,-1,1,-1,1.0,-0.027056899999999953,1
877,-1,1,1,1,-1,1,-1,-1,0.625,0.6222036999999999,1
878,1,1,-1,1,1,-1,1,-1,0.75,0.7095725,1
879,1,1,-1,-1,1,-1,-1,-1,0.875,-0.42040589999999994,1
880,-1,1,1,1,-1,1,-1,1,0.75,0.2476993,1
881,1,1,1,-1,1,-1,1,-1,1.0,0.1607073,1
882,-1,1,1,-1,-1,1,1,1,0.875,-0.47010230000000003,1
883,1,1,-1,-1,1,-1,-1,1,0.75,-0.2432975,1
884,1,1,1,1,1,1,-1,1,0.875,-0.26090430000000003,1
885,1,1,1,-1,-1,-1,1,1,0.875,0.4591007000000001,1
886,1,1,1,-1,1,-1,1,1,1.0,0.28900770000000003,1
887,1,1,1,-1,-1,-1,-1,1,1.0,0.3330091,1
888,1,1,1,1,-1,-1,-1,-1,1.0,-0.4664333,1
889,-1,1,1,-1,-1,1,1,-1,0.75,0.17873329999999998,1
890,1,1,-1,1,-1,-1,-1,-1,0.875,-0.5596629000000001,1
891,1,1,-1,-1,-1,1,1,-1,0.75,0.1609683,1
892,1,1,1,-1,1,-1,-1,1,0.875,-0.2131319000000001,1
893,1,1,-1,1,-1,-1,1,-1,0.75,0.1360655,1
894,1,1,-1,-1,1,1,-1,-1,0.75,-0.3585842999999999,1
895,1,-1,1,-1,-1,1,-1,1,0.625,0.4459781,1
896,-1,1,-1,1,1,1,1,1,0.875,-0.1337996999999999,1
897,1,1,-1,-1,-1,-1,1,-1,1.0,0.1666587,1
898,1,1,-1,1,1,1,-1,1,1.0,-0.43737469999999995,1
899,1,1,1,-1,-1,1,1,-1,0.875,-0.037209300000000015,1
900,1,1,1,-1,-1,-1,1,-1,0.875,-0.08714370000000003,1
901,1,1,-1,-1,-1,-1,-1,-1,1.0,-0.47904090000000005,1
902,1,1,-1,1,-1,-1,1,-1,0.875,0.1360655,1
903,1,1,1,1,1,-1,-1,-1,0.875,-0.45580630000000005,1
904,1,-1,-1,1,1,-1,1,1,0.875,0.3811667,1
905,1,1,-1,1,1,-1,1,-1,0.875,0.7095725,1
906,1,1,1,1,1,-1,-1,1,0.875,-0.05317470000000003,1
907,1,1,1,-1,-1,-1,-1,1,0.875,0.3330091,1
908,1,1,1,-1,-1,1,-1,1,1.0,-0.07855250000000007,1
909,1,1,-1,1,1,-1,1,1,0.75,0.6345001,1
910,1,-1,1,-1,1,-1,-1,-1,0.75,-0.5290697000000001,1
911,1,1,-1,-1,-1,1,1,-1,0.875,0.1609683,1
912,1,-1,1,-1,-1,1,-1,1,0.75,0.4459781,1
913,1,1,1,-1,1,1,-1,1,0.875,-0.8116134999999999,1
914,1,1,-1,-1,-1,-1,-1,1,0.875,0.1160115,1
915,1,1,1,-1,-1,-1,-1,1,0.625,0.3330091,1
916,-1,1,-1,-1,1,-1,-1,-1,0.75,0.00848870000000003,1
917,1,1,-1,-1,-1,-1,1,1,0.875,0.4984551,1
918,1,1,1,1,1,-1,1,-1,1.0,0.3596181,1
919,1,1,1,-1,1,-1,1,-1,0.875,0.1607073,1
920,1,-1,1,1,-1,1,1,1,0.875,0.23705570000000004,1
921,1,1,-1,-1,1,-1,1,-1,0.875,0.6013417,1
922,-1,1,-1,1,1,-1,-1,1,0.875,-0.46650169999999996,1
923,1,1,1,1,1,-1,1,-1,0.875,0.3596181,1
924,-1,1,1,-1,1,-1,-1,1,0.75,-0.023693300000000042,1
925,1,1,1,1,-1,1,-1,-1,0.875,0.22868510000000014,1
926,1,-1,-1,1,-1,1,1,1,0.75,0.03927329999999997,1
927,1,1,1,1,1,1,1,-1,0.875,0.6133845,1
928,1,1,1,1,1,-1,1,-1,0.75,0.3596181,1
929,1,1,1,1,-1,1,-1,1,0.875,0.3333327000000001,1
930,1,1,-1,-1,-1,-1,1,-1,0.875,0.1666587,1
931,1,1,1,1,-1,-1,1,-1,0.75,-0.027056899999999953,1
932,1,1,-1,1,-1,1,1,1,0.875,0.1480707,1
933,1,1,-1,1,-1,1,1,1,0.75,0.1480707,1
934,1,1,1,-1,-1,1,-1,-1,0.875,-0.17212490000000008,1
935,1,1,1,1,-1,1,-1,-1,1.0,0.22868510000000014,1
936,1,1,1,1,1,-1,-1,1,1.0,-0.05317470000000003,1
937,-1,1,1,1,1,1,-1,1,0.75,0.14807830000000005,1
938,1,1,-1,1,1,-1,1,-1,0.75,0.7095725,1
939,1,1,1,1,-1,1,-1,1,0.875,0.3333327000000001,1
940,-1,1,-1,-1,1,1,1,-1,0.75,0.8795939000000002,1
941,-1,1,-1,-1,-1,-1,1,-1,0.75,-0.3188626999999999,1
942,1,1,1,1,-1,1,-1,1,0.875,0.3333327000000001,1
943,-1,1,1,1,-1,-1,-1,1,0.875,-0.19325910000000007,1
944,1,1,1,-1,1,1,-1,1,0.875,-0.8116134999999999,1
945,1,1,-1,1,-1,-1,-1,1,0.75,0.046464699999999984,1
946,1,1,-1,1,-1,1,-1,1,1.0,-0.02996970000000003,1
947,1,1,1,1,1,-1,1,1,1.0,0.49899369999999993,1
948,1,1,-1,-1,-1,-1,1,1,0.75,0.4984551,1
949,-1,1,1,-1,-1,1,-1,-1,0.875,0.46361769999999997,1
950,1,1,1,-1,-1,1,1,1,0.875,-0.2068929,1
951,-1,1,-1,1,1,-1,1,-1,0.875,0.47644309999999995,1
952,1,1,1,1,1,-1,1,-1,0.875,0.3596181,1
953,-1,1,1,-1,1,1,1,-1,0.75,0.7342803,1
954,1,1,1,1,-1,1,-1,-1,0.875,0.22868510000000014,1
955,1,1,1,1,-1,-1,1,1,0.875,0.5302627,1
956,1,1,-1,-1,1,-1,1,1,0.875,0.5151940999999999,1
957,1,1,1,1,1,-1,1,-1,1.0,0.3596181,1
958,1,1,1,-1,-1,-1,-1,1,0.875,0.3330091,1
959,1,1,-1,1,-1,-1,1,-1,1.0,0.1360655,1
960,1,1,1,1,-1,-1,1,1,1.0,0.5302627,1
961,-1,1,1,1,-1,1,1,-1,0.875,0.3873480999999999,1
962,1,1,1,-1,-1,1,1,-1,1.0,-0.037209300000000015,1
963,1,1,1,-1,-1,-1,1,1,1.0,0.4591007000000001,1
964,1,1,1,-1,-1,1,-1,-1,0.875,-0.17212490000000008,1
965,1,1,1,1,-1,1,1,1,1.0,0.25502110000000006,1
966,1,1,-1,1,1,1,1,1,1.0,0.11671370000000016,1
967,1,1,-1,-1,-1,-1,1,-1,0.875,0.1666587,1
968,1,1,-1,-1,-1,-1,-1,-1,0.875,-0.47904090000000005,1
969,1,1,1,1,-1,1,-1,-1,0.875,0.22868510000000014,1
970,1,1,-1,1,-1,-1,1,-1,0.875,0.1360655,1
971,1,1,-1,-1,-1,-1,-1,1,0.875,0.1160115,1
972,1,1,1,-1,-1,-1,-1,1,1.0,0.3330091,1
973,1,1,-1,-1,-1,1,-1,1,1.0,-0.35117490000000007,1
974,1,1,-1,1,1,-1,1,-1,0.875,0.7095725,1
975,1,1,-1,-1,1,-1,1,-1,1.0,0.6013417,1
976,1,1,-1,-1,1,1,-1,-1,1.0,-0.3585842999999999,1
977,1,1,1,1,-1,-1,1,1,1.0,0.5302627,1
978,1,1,-1,-1,-1,-1,1,1,0.75,0.4984551,1
979,1,1,1,-1,1,-1,1,-1,0.875,0.1607073,1
980,-1,1,1,1,1,1,-1,1,0.75,0.14807830000000005,1
981,1,1,1,-1,-1,1,1,1,0.875,-0.2068929,1
982,-1,-1,-1,-1,1,-1,1,-1,0.75,0.3081268999999999,1
983,1,1,1,-1,-1,-1,1,1,1.0,0.4591007000000001,1
984,1,1,1,-1,-1,-1,-1,1,0.875,0.3330091,1
985,1,1,-1,1,1,-1,1,1,1.0,0.6345001,1
986,1,1,-1,1,1,-1,1,-1,0.875,0.7095725,1
987,1,1,1,1,1,1,1,1,1.0,0.03683209999999994,1
988,1,1,1,1,1,-1,1,-1,1.0,0.3596181,1
989,1,-1,1,-1,-1,1,-1,1,0.75,0.4459781,1
990,1,1,-1,1,1,1,1,-1,0.75,0.9077141000000001,1
991,1,1,1,-1,-1,1,1,-1,1.0,-0.037209300000000015,1
992,1,1,-1,1,-1,-1,1,1,0.875,0.47893710000000006,1
993,-1,1,-1,-1,1,-1,-1,1,0.875,-0.2935549,1
994,1,-1,-1,-1,1,-1,1,1,0.875,0.4773087000000001,1
995,-1,-1,1,-1,1,1,-1,-1,0.75,0.5848793,1
996,1,1,-1,1,1,-1,-1,-1,1.0,-0.3622039000000001,1
997,1,1,1,-1,1,-1,-1,-1,1.0,-0.6046883,1
998,1,1,1,-1,1,-1,-1,1,1.0,-0.2131319000000001,1
